-0.49950 1.00000 0.00000 1.00000
0.39850 -nan -nan -nan
0.39950 -nan -nan -nan
0.40050 -nan -nan -nan
0.40150 -nan -nan -nan
0.40250 -nan -nan -nan
0.40350 -nan -nan -nan
0.40450 -nan -nan -nan
0.40550 -nan -nan -nan
0.40650 -nan -nan -nan
0.40750 -nan -nan -nan
0.40850 -nan -nan -nan
0.40950 -nan -nan -nan
0.41050 -nan -nan -nan
0.41150 -nan -nan -nan
0.41250 -nan -nan -nan
0.41350 -nan -nan -nan
0.41450 -nan -nan -nan
0.41550 -nan -nan -nan
0.41650 -nan -nan -nan
0.41750 -nan -nan -nan
0.41850 -nan -nan -nan
0.41950 -nan -nan -nan
0.42050 -nan -nan -nan
0.42150 -nan -nan -nan
0.42250 -nan -nan -nan
0.42350 -nan -nan -nan
0.42450 -nan -nan -nan
0.42550 -nan -nan -nan
0.42650 -nan -nan -nan
0.42750 -nan -nan -nan
0.42850 -nan -nan -nan
0.42950 -nan -nan -nan
0.43050 -nan -nan -nan
0.43150 -nan -nan -nan
0.43250 -nan -nan -nan
0.43350 -nan -nan -nan
0.43450 -nan -nan -nan
0.43550 -nan -nan -nan
0.43650 -nan -nan -nan
0.43750 -nan -nan -nan
0.43850 -nan -nan -nan
0.43950 -nan -nan -nan
0.44050 -nan -nan -nan
0.44150 -nan -nan -nan
0.44250 -nan -nan -nan
0.44350 -nan -nan -nan
0.44450 -nan -nan -nan
0.44550 -nan -nan -nan
0.44650 -nan -nan -nan
0.44750 -nan -nan -nan
0.44850 -nan -nan -nan
0.44950 -nan -nan -nan
0.45050 -nan -nan -nan
0.45150 -nan -nan -nan
0.45250 -nan -nan -nan
0.45350 -nan -nan -nan
0.45450 -nan -nan -nan
0.45550 -nan -nan -nan
0.45650 -nan -nan -nan
0.45750 -nan -nan -nan
0.45850 -nan -nan -nan
0.45950 -nan -nan -nan
0.46050 -nan -nan -nan
0.46150 -nan -nan -nan
0.46250 -nan -nan -nan
0.46350 -nan -nan -nan
0.46450 -nan -nan -nan
0.46550 -nan -nan -nan
0.46650 -nan -nan -nan
0.46750 -nan -nan -nan
0.46850 -nan -nan -nan
0.46950 -nan -nan -nan
0.47050 -nan -nan -nan
0.47150 -nan -nan -nan
0.47250 -nan -nan -nan
0.47350 -nan -nan -nan
0.47450 -nan -nan -nan
0.47550 -nan -nan -nan
0.47650 -nan -nan -nan
0.47750 -nan -nan -nan
0.47850 -nan -nan -nan
0.47950 -nan -nan -nan
0.48050 -nan -nan -nan
0.48150 -nan -nan -nan
0.48250 -nan -nan -nan
0.48350 -nan -nan -nan
0.48450 -nan -nan -nan
0.48550 -nan -nan -nan
0.48650 -nan -nan -nan
0.48750 -nan -nan -nan
0.48850 -nan -nan -nan
0.48950 -nan -nan -nan
0.49050 -nan -nan -nan
0.49150 -nan -nan -nan
0.49250 -nan -nan -nan
0.49350 -nan -nan -nan
0.49450 -nan -nan -nan
0.49550 -nan -nan -nan
0.49650 -nan -nan -nan
0.49750 -nan -nan -nan
0.49850 -nan -nan -nan
0.49950 0.12500 0.00000 0.10000
